Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,pIC50,Standardized Smiles,Molecule
CHEMBL1645465,,None,363.42,0,1.96,7b,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,IC50,'=',670.0,nM,6.17,No Comment,,UO_0000065,16.99,0.31,4.21,8.49,0,CHEMBL1647391,Inhibition of EGFR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641446,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,None,,,6.1739,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87AF10>
CHEMBL57553,,None,263.30,0,2.86,17,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,'=',50000.0,nM,4.3,No Comment,,UO_0000065,16.34,0.29,1.44,5.61,0,CHEMBL675386,Inhibition of the epidermal growth factor receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130562,1,Scientific Literature,Bioorg Med Chem Lett,1997.0,None,,,4.301,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87AF80>
CHEMBL1241776,,None,321.34,0,1.89,PP158,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,IC50,'=',7400.0,nM,5.13,No Comment,,UO_0000065,15.97,0.29,3.24,4.45,0,CHEMBL1243977,Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008.0,None,,,5.1308,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B0D0>
CHEMBL590525,,None,362.43,0,4.64,9a,Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,IC50,'=',7510.0,nM,5.12,No Comment,,UO_0000065,14.14,0.26,0.48,7.04,0,CHEMBL1064829,Inhibition of cloned EGFR autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157668,1,Scientific Literature,Bioorg Med Chem,2010.0,CHEMBL3308860,,,5.1244,Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B220>
CHEMBL1169870,,None,473.62,1,5.26,C22,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Cl)cc1,IC50,'=',8150.0,nM,5.09,No Comment,,UO_0000065,10.74,0.30,-0.17,12.23,0,CHEMBL1177399,Inhibition of histidine-tagged recombinant EGFR autophosphorylation expressed in Sf9 cells by solid-phase ELISA,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177661,1,Scientific Literature,Bioorg Med Chem,2010.0,CHEMBL3308860,,,5.0888,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B290>
CHEMBL1173602,,None,384.72,1,5.04,C19,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,IC50,'=',7280.0,nM,5.14,No Comment,,UO_0000065,13.35,0.31,0.10,12.34,0,CHEMBL1177399,Inhibition of histidine-tagged recombinant EGFR autophosphorylation expressed in Sf9 cells by solid-phase ELISA,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177661,1,Scientific Literature,Bioorg Med Chem,2010.0,CHEMBL3308860,,,5.1379,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B300>
CHEMBL524457,,None,444.52,0,4.16,17,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,IC50,'=',30.0,nM,7.52,No Comment,,UO_0000065,16.92,0.31,3.36,7.74,0,CHEMBL1007322,Inhibition of human EGFR expressed in SF9 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155952,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3308860,,,7.5229,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B370>
CHEMBL589822,,None,237.26,0,1.38,3,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,IC50,'=',2180.0,nM,5.66,No Comment,,UO_0000065,23.86,0.48,4.28,10.52,0,CHEMBL1064820,Inhibition of cloned EGFR autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157666,1,Scientific Literature,Bioorg Med Chem,2010.0,CHEMBL3308860,,,5.6615,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B3E0>
CHEMBL1081198,,None,503.49,2,6.07,2,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,IC50,'=',50000.0,nM,4.3,No Comment,,UO_0000065,8.54,0.16,-1.77,4.47,0,CHEMBL1109425,Inhibition of EGFR after 1 hr,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153704,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,None,,,4.301,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B450>
CHEMBL510597,,None,496.41,0,4.48,"119, SI,Table 1",C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,'=',2.692,nM,8.57,No Comment,,UO_0000065,17.26,0.37,4.09,10.68,0,CHEMBL944276,Inhibition of human recombinant EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140899,1,Scientific Literature,J Med Chem,2009.0,None,,,8.5699,C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B4C0>
CHEMBL503755,,None,410.25,0,2.22,"131, SI,Table 1",O=S(=O)(CO)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,'=',93.33,nM,7.03,No Comment,,UO_0000065,17.14,0.40,4.81,6.00,0,CHEMBL944276,Inhibition of human recombinant EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140899,1,Scientific Literature,J Med Chem,2009.0,None,,,7.03,O=S(=O)(CO)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B530>
CHEMBL511874,,None,383.25,0,4.65,"135, SI,Table 1",C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,'=',0.6761,nM,9.17,No Comment,,UO_0000065,23.93,0.52,4.52,13.70,0,CHEMBL944276,Inhibition of human recombinant EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140899,1,Scientific Literature,J Med Chem,2009.0,None,,,9.17,C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B5A0>
CHEMBL474341,,None,481.35,0,3.73,"154, SI,Table 1",O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,IC50,'=',3.715,nM,8.43,No Comment,,UO_0000065,17.51,0.37,4.70,9.90,0,CHEMBL944276,Inhibition of human recombinant EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140899,1,Scientific Literature,J Med Chem,2009.0,None,,,8.43,O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B680>
CHEMBL489308,,None,385.22,0,3.54,"163, SI,Table 1",O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,'=',5.129,nM,8.29,No Comment,,UO_0000065,21.52,0.47,4.75,10.58,0,CHEMBL944276,Inhibition of human recombinant EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140899,1,Scientific Literature,J Med Chem,2009.0,None,,,8.29,O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B6F0>
CHEMBL1233882,,None,304.36,0,3.20,PP102,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,IC50,'=',610.0,nM,6.21,No Comment,,UO_0000065,20.42,0.37,3.01,7.53,1,CHEMBL1243977,Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008.0,None,,,6.2147,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B760>
CHEMBL1241675,,None,319.37,0,2.84,PP162,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,IC50,'=',12000.0,nM,4.92,No Comment,,UO_0000065,15.41,0.28,2.08,5.66,0,CHEMBL1243977,Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008.0,None,,,4.9208,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B7D0>
CHEMBL290096,,None,300.16,0,4.14,10,Brc1cccc(Nc2ncnc3ccccc23)c1,IC50,'=',27.0,nM,7.57,No Comment,,UO_0000065,25.22,0.57,3.43,20.02,1,CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130030,1,Scientific Literature,J Med Chem,1997.0,CHEMBL3307523,,,7.5686,Brc1cccc(Nc2ncnc3ccccc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B8B0>
CHEMBL57323,,None,364.45,0,3.81,4c,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,IC50,'=',610.0,nM,6.21,No Comment,,UO_0000065,17.05,0.31,2.40,5.87,0,CHEMBL675521,Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130094,1,Scientific Literature,J Med Chem,1997.0,None,,,6.2147,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87B990>
CHEMBL336192,,None,628.69,2,5.69,30,COC(=O)c1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,IC50,'=',7400.0,nM,5.13,No Comment,,UO_0000065,8.16,0.15,-0.56,4.93,0,CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127758,1,Scientific Literature,Bioorg Med Chem Lett,1994.0,None,,,5.1308,COC(=O)c1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BA00>
CHEMBL3950966,,None,577.73,2,6.78,45,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,IC50,'=',7.0,nM,8.15,No Comment,,UO_0000065,14.12,0.26,1.37,8.39,0,CHEMBL3854867,Irreversible inhibition of full length human ERBB1 autophosphorylation transfected in EGF-stimulated mouse NIH/3T3 cells incubated for 2 hrs followed by stimulation with EGF for 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH/3T3,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3853319,1,Scientific Literature,J Med Chem,2016.0,None,,,8.1549,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BA70>
CHEMBL3968417,,None,400.85,0,3.62,70,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,IC50,'=',1.0,nM,9.0,No Comment,,UO_0000065,22.45,0.44,5.38,10.84,0,CHEMBL3854867,Irreversible inhibition of full length human ERBB1 autophosphorylation transfected in EGF-stimulated mouse NIH/3T3 cells incubated for 2 hrs followed by stimulation with EGF for 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH/3T3,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3853319,1,Scientific Literature,J Med Chem,2016.0,None,,,9.0,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BAE0>
CHEMBL3949347,,None,478.56,0,4.22,74,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,IC50,'=',3.0,nM,8.52,No Comment,,UO_0000065,17.81,0.32,4.30,8.45,0,CHEMBL3854867,Irreversible inhibition of full length human ERBB1 autophosphorylation transfected in EGF-stimulated mouse NIH/3T3 cells incubated for 2 hrs followed by stimulation with EGF for 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH/3T3,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3853319,1,Scientific Literature,J Med Chem,2016.0,None,,,8.5229,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BB50>
CHEMBL3904257,,None,533.01,2,5.73,82,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,IC50,'=',16.0,nM,7.8,No Comment,,UO_0000065,14.63,0.28,2.07,8.45,0,CHEMBL3854867,Irreversible inhibition of full length human ERBB1 autophosphorylation transfected in EGF-stimulated mouse NIH/3T3 cells incubated for 2 hrs followed by stimulation with EGF for 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH/3T3,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3853319,1,Scientific Literature,J Med Chem,2016.0,None,,,7.7959,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BBC0>
CHEMBL131715,,None,605.09,2,6.56,26,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,'=',7000.0,nM,5.16,No Comment,,UO_0000065,8.52,0.16,-1.41,6.63,0,CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127758,1,Scientific Literature,Bioorg Med Chem Lett,1994.0,None,,,5.1549,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BC30>
CHEMBL63356,,None,238.25,0,2.71,18,Oc1cc2cc(-c3cccnc3)cnc2cc1O,IC50,'=',500.0,nM,6.3,No Comment,,UO_0000065,26.45,0.48,3.59,9.51,0,CHEMBL679946,Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127568,1,Scientific Literature,J Med Chem,1994.0,None,,,6.301,Oc1cc2cc(-c3cccnc3)cnc2cc1O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BCA0>
CHEMBL186747,,None,414.47,0,4.95,3g,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,IC50,'=',3200.0,nM,5.5,No Comment,,UO_0000065,13.26,0.24,0.54,6.44,0,CHEMBL832673,Inhibitory concentration against Epidermal growth factor receptor tyrosine kinase activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138000,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,None,,,5.4949,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BD10>
CHEMBL182397,,None,418.43,0,4.78,3h,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,IC50,'=',2800.0,nM,5.55,No Comment,,UO_0000065,13.27,0.24,0.77,6.50,0,CHEMBL832673,Inhibitory concentration against Epidermal growth factor receptor tyrosine kinase activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138000,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,None,,,5.5528,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BD80>
CHEMBL360209,,None,434.88,1,5.30,3i,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,IC50,'=',2200.0,nM,5.66,No Comment,,UO_0000065,13.01,0.25,0.36,6.63,0,CHEMBL832673,Inhibitory concentration against Epidermal growth factor receptor tyrosine kinase activity,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138000,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,None,,,5.6576,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BDF0>
CHEMBL3828021,,None,325.38,0,3.76,12e,C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,IC50,'=',3.58,nM,8.45,No Comment,,UO_0000065,25.96,0.46,4.69,15.18,0,CHEMBL3829377,Inhibition of cytoplasmic GST-tagged human recombinant EGFR expressed in baculovirus system by z-lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3826970,1,Scientific Literature,Eur J Med Chem,2016.0,None,,,8.4461,C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BE60>
CHEMBL362232,,None,586.09,2,6.55,8m (table 3),CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4OC)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,'=',31.0,nM,7.51,No Comment,,UO_0000065,,,,,0,CHEMBL873338,Inhibition of human epidermal growth factor receptor (EGFR) autophosphorylation,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142663,1,Scientific Literature,J Med Chem,2005.0,None,,,7.5086,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4OC)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BED0>
CHEMBL310580,,None,405.43,0,2.16,8,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,IC50,'=',470.0,nM,6.33,No Comment,,UO_0000065,15.61,0.31,4.17,5.22,0,CHEMBL677209,In vitro inhibition of the Epidermal growth factor receptor activity in A431 membranes,B,BAO_0000249,cell membrane format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128740,1,Scientific Literature,J Med Chem,1995.0,None,,,6.3279,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B87BF40>
CHEMBL54788,,None,319.14,0,3.67,11e,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,'=',44.0,nM,7.36,No Comment,,UO_0000065,23.05,0.53,3.69,14.51,1,CHEMBL680021,Inhibitory potency against isolated epidermal growth factor receptor (EGFR) from human A431 carcinoma cells,B,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129564,1,Scientific Literature,J Med Chem,1996.0,CHEMBL3307523,,,7.3565,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B880040>
CHEMBL264382,,None,602.70,1,4.41,28d,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,'=',1.1,nM,8.96,No Comment,,UO_0000065,14.86,0.27,4.55,6.93,0,CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134862,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,None,,,8.9586,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B880190>
CHEMBL3622653,,None,455.92,0,4.76,7d,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,IC50,'=',26.9,nM,7.57,No Comment,,UO_0000065,16.6,0.32,2.81,9.54,0,CHEMBL3625155,Inhibition of EGFR (unknown origin) by ELISA method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621102,1,Scientific Literature,Eur J Med Chem,2015.0,None,,,7.5702,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B880270>
CHEMBL51659,,None,370.21,0,3.66,3,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,'=',0.91,nM,9.04,No Comment,,UO_0000065,24.42,0.54,5.38,11.33,0,CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134843,1,Scientific Literature,J Med Chem,2001.0,None,,,9.041,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B880350>
